qid,policy,representation,packer,em,f1,ans_in_context,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5a8f2cc855429918e830d1be,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1013,0.5,158.0,0.5,0.0
5a8841ee5542994846c1ce6b,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3145,0.5,159.0,1.0,1.0
5adf85e05542993344016cba,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2767,0.5,159.0,1.0,1.0
5a77415b55429966f1a36cd2,chunk_focused_160,chunk,focused,0.0,0.8,1.0,0.3356,1.0,146.0,1.0,1.0
5a72fc865542991f9a20c5e9,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5705,0.5,156.0,1.0,1.0
5ac4e13f554299076e296e2d,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5069,0.5,144.0,1.0,1.0
5a7796e05542992a6e59df0f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3169,0.5,142.0,1.0,1.0
5ae3eabc5542995dadf2424f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4875,1.0,160.0,1.0,1.0
5ae3c71f5542991a06ce9a22,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.7911,1.0,158.0,1.0,1.0
5ae25d2b554299495565da46,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7484,1.0,159.0,1.0,1.0
5ab8179f5542990e739ec817,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5359,1.0,153.0,1.0,1.0
5adc411f5542994650320cbc,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6026,1.0,156.0,1.0,1.0
5aba6f3e55429955dce3ee21,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3816,0.5,152.0,1.0,1.0
5add2dae5542992c1e3a2558,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.6438,1.0,160.0,1.0,1.0
5ae14b0655429920d52343a6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4241,0.5,158.0,1.0,1.0
5a730a6b5542992359bc3210,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3831,1.0,154.0,1.0,1.0
5a75fa14554299109176e5dc,chunk_focused_160,chunk,focused,0.0,0.6667,0.0,0.5705,0.5,149.0,1.0,1.0
5ac35a7e554299741d48a257,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.4437,1.0,160.0,1.0,1.0
5a8651185542994775f60752,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3759,1.0,141.0,1.0,1.0
5a79fe3b5542994f819ef119,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7517,1.0,149.0,1.0,1.0
5a8268215542995ce29dccfb,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1486,0.5,148.0,1.0,1.0
5a7605f85542994ccc91868d,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,146.0,1.0,1.0
5adf74075542992d7e9f937c,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5414,0.5,157.0,1.0,1.0
5abe2b0155429976d4830a83,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3595,0.5,153.0,1.0,1.0
5a849c1b5542997175ce1ef9,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2893,1.0,159.0,1.0,1.0
5a81108855429926c1cdace2,chunk_focused_160,chunk,focused,0.0,0.4,1.0,0.7712,1.0,153.0,1.0,1.0
5a8e06785542995085b37383,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5563,1.0,151.0,1.0,1.0
5adbfa38554299438c868d00,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.45,1.0,160.0,1.0,1.0
5a73b1855542992d56e7e388,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6625,1.0,160.0,1.0,1.0
5ab94fa25542996be2020474,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2658,0.5,158.0,1.0,1.0
5a7e7d4655429934daa2fc2e,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4189,0.5,148.0,1.0,1.0
5a75d9c05542992db94736f6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,144.0,0.5,0.0
5adf33965542993344016c20,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,157.0,1.0,1.0
5a8f979255429918e830d288,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3733,0.5,150.0,0.5,0.0
5a8a17685542993b751ca9f3,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7351,1.0,151.0,1.0,1.0
5abd56355542993062266c58,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4338,0.5,136.0,1.0,1.0
5ab91f98554299753720f70d,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7172,1.0,145.0,1.0,1.0
5a811152554299260e20a22e,chunk_focused_160,chunk,focused,0.0,0.8,1.0,0.4351,1.0,131.0,1.0,1.0
5a7a1f795542996c55b2dd1b,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.717,1.0,159.0,1.0,1.0
5a7324e055429901807daf8f,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6879,1.0,157.0,1.0,1.0
5ab9618f554299743d22eb28,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4839,0.5,155.0,0.5,0.0
5abffafe5542997d64295988,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6875,1.0,160.0,1.0,1.0
5a8cee9b554299441c6b9f87,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,156.0,1.0,1.0
5a7270395542992359bc30a8,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.519,0.5,158.0,0.5,0.0
5ac14d0c5542991316484ae2,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6788,1.0,137.0,1.0,1.0
5a75a76b5542992db9473697,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8896,1.0,154.0,1.0,1.0
5ab55455554299488d4d993b,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5714,0.5,154.0,1.0,1.0
5a7f48e15542992e7d278ce6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5594,0.5,143.0,0.5,0.0
5ab7f0995542995dae37e9fb,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.8117,1.0,154.0,1.0,1.0
5aba89fb5542994dbf019933,chunk_focused_160,chunk,focused,0.0,0.5714,1.0,0.6688,1.0,154.0,1.0,1.0
5a7621bb554299109176e650,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8467,1.0,150.0,1.0,1.0
5a70f0e75542994082a3e408,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2361,0.5,144.0,1.0,1.0
5a773ec45542994aec3b7245,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3265,0.5,147.0,1.0,1.0
5a802b595542995d8a8ddf51,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.0,0.0,143.0,0.5,0.0
5a8de7c65542995085b37353,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3484,0.5,155.0,1.0,1.0
5ab5b6c1554299637185c5e5,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5229,0.5,153.0,0.5,0.0
5abb8e2d554299642a094aa4,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2484,0.5,153.0,1.0,1.0
5a7642f7554299109176e6e8,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4621,1.0,145.0,1.0,1.0
5a756b175542996c70cfaef7,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4843,0.5,159.0,1.0,1.0
5a83161555429940e5e1a958,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6164,1.0,159.0,1.0,1.0
5ab3eac5554299753aec59ec,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5223,0.5,157.0,1.0,1.0
5a73090455429901807daf6e,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7181,1.0,149.0,1.0,1.0
5a8c8502554299585d9e36d0,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8481,1.0,158.0,1.0,1.0
5a7d598d5542995f4f402262,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2327,1.0,159.0,1.0,1.0
5a77f4755542992a6e59e01f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.55,1.0,160.0,1.0,1.0
5abcf14f55429959677d6b5b,chunk_focused_160,chunk,focused,0.0,0.4444,1.0,0.6883,1.0,154.0,1.0,1.0
5a8d8eb5554299068b959d3a,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2973,0.5,148.0,1.0,1.0
5a7e7ed05542991319bc94c2,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,1.0,148.0,1.0,1.0
5ae236445542992decbdcc69,chunk_focused_160,chunk,focused,0.0,0.6667,0.0,0.5031,0.5,159.0,1.0,1.0
5a750de95542993748c897ac,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.4906,1.0,159.0,1.0,1.0
5a7fc03d5542992097ad2fbc,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4403,0.5,159.0,1.0,1.0
5a7172105542994082a3e837,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7113,1.0,142.0,1.0,1.0
5a847edd554299123d8c2272,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5742,1.0,155.0,1.0,1.0
5ab761d955429928e1fe3856,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3585,1.0,159.0,1.0,1.0
5a7a2dac5542990198eaf0b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3403,0.5,144.0,1.0,1.0
5ae530e355429908b6326561,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7748,1.0,151.0,1.0,1.0
5abcff225542993a06baf9ea,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6026,1.0,151.0,1.0,1.0
5abe9f7d5542997ec76fd331,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2642,0.5,159.0,0.5,0.0
5a8db42f5542994ba4e3dd11,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2484,1.0,157.0,1.0,1.0
5ae658855542992ae0d162e3,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,158.0,0.5,0.0
5a8c6d4e5542996e8ac88aa6,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.4591,1.0,159.0,1.0,1.0
5aba65a055429939ce03dcd2,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.478,0.5,159.0,1.0,1.0
5ae199305542997b2ef7d20e,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4188,1.0,160.0,1.0,1.0
5a806aca5542996402f6a503,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.413,0.5,138.0,0.5,0.0
5ae336495542990afbd1e0e1,chunk_focused_160,chunk,focused,0.0,0.8,0.0,0.3816,0.5,152.0,1.0,1.0
5a8198565542995ce29dcc13,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7823,1.0,147.0,1.0,1.0
5a9068075542990a9849361a,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,1.0,131.0,1.0,1.0
5a7a2be25542996a35c17118,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4277,0.5,159.0,1.0,1.0
5a7562045542992db947364f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4936,0.5,156.0,1.0,1.0
5ac2a55b55429921a00ab018,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.5192,0.5,156.0,1.0,1.0
5abccf6755429965836004ab,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1474,0.5,156.0,1.0,1.0
5a7c8ae855429935c91b5207,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.75,1.0,152.0,1.0,1.0
5ab30ebf554299753aec592c,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3376,0.5,157.0,0.5,0.0
5ab2b95c5542991669774072,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7208,1.0,154.0,1.0,1.0
5ac2a10e554299657fa28fec,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.274,0.5,146.0,0.5,0.0
5abb02fe554299232ef4a39f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,143.0,1.0,1.0
5a8eb4d65542990e94052b82,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4521,1.0,146.0,1.0,1.0
5a8ba60b554299240d9c205b,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8125,1.0,160.0,1.0,1.0
5a807ca5554299485f598613,chunk_focused_160,chunk,focused,0.0,0.1818,0.0,0.3226,0.5,155.0,1.0,1.0
5a7c0dab5542997c3ec972d2,chunk_focused_160,chunk,focused,0.0,0.5,1.0,0.6937,1.0,160.0,1.0,1.0
5a89019a5542995153361259,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.359,0.5,156.0,0.5,0.0
5a7f00b455429930675135f1,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6687,1.0,160.0,1.0,1.0
5a8220db5542995ce29dccc1,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4641,1.0,153.0,1.0,1.0
5ab510cb5542996a3a96a00f,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4097,0.5,144.0,1.0,1.0
5a80a25d5542995d8a8ddfb7,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2597,0.5,154.0,0.5,0.0
5adf5cd25542992d7e9f9320,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3544,0.5,158.0,0.5,0.0
5a75ebfc5542992d0ec06018,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,140.0,1.0,1.0
5ab29caa554299545a2cf9d3,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,154.0,1.0,1.0
5ae0536755429924de1b70a6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4503,1.0,151.0,1.0,1.0
5ae17a9b5542990adbacf7a2,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4968,1.0,157.0,1.0,1.0
5a8f503c5542992414482a34,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6429,0.5,154.0,0.5,0.0
5ae0159855429925eb1afc09,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2453,0.5,159.0,1.0,1.0
5a8b2f2b5542995d1e6f12fa,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2837,1.0,141.0,1.0,1.0
5a90386455429916514e7435,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4808,1.0,156.0,1.0,1.0
5ab43179554299233955004d,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2357,0.5,140.0,0.5,0.0
5a8b42be55429949d91db515,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6962,1.0,158.0,1.0,1.0
5a8d6d4e554299441c6b9fdb,chunk_focused_160,chunk,focused,0.0,0.5,1.0,0.3097,0.5,155.0,1.0,1.0
5ae40a2955429970de88d8a3,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1382,0.5,152.0,0.5,0.0
5adcfebe5542992c1e3a24f3,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6993,1.0,153.0,1.0,1.0
5ab5a3fb5542997d4ad1f19b,chunk_focused_160,chunk,focused,0.0,0.8,0.0,0.4487,0.5,156.0,1.0,1.0
5ac2ffbd554299677310267b,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6809,1.0,141.0,1.0,1.0
5a7133fa5542994082a3e660,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1258,0.5,159.0,1.0,1.0
5abea7c25542990832d3a068,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6507,1.0,146.0,1.0,1.0
5a8a09765542992d82986e67,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.3481,1.0,158.0,1.0,1.0
5a72a51355429901807daf21,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8153,1.0,157.0,1.0,1.0
5aba72d75542994dbf019912,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3618,0.5,152.0,1.0,1.0
5adcd9fe5542990d50227d46,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6943,1.0,157.0,1.0,1.0
5ae5c212554299546bf82f4b,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3376,1.0,157.0,1.0,1.0
5a7320565542991f9a20c61d,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.5833,0.5,156.0,1.0,1.0
5add596f5542990dbb2f7e4d,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8129,1.0,155.0,1.0,1.0
5adfb60655429942ec259b08,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.4803,0.5,127.0,0.5,0.0
5a74adb455429916b01641c6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7208,1.0,154.0,1.0,1.0
5ae27df25542992decbdcd2a,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8077,1.0,156.0,1.0,1.0
5a8baf4b5542996e8ac889c5,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.1379,0.5,145.0,1.0,1.0
5ae352285542994393b9e685,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3503,1.0,157.0,1.0,1.0
5a8e0a005542995085b373a1,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2238,0.5,143.0,0.5,0.0
5ab639e65542995eadeeff7f,chunk_focused_160,chunk,focused,0.0,0.8,0.0,0.6039,0.5,154.0,1.0,1.0
5ade99295542992fa25da7d8,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2252,0.5,151.0,1.0,1.0
5ac26b7f55429951e9e685ae,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.469,0.5,145.0,0.5,0.0
5ae351405542994393b9e67f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7438,1.0,160.0,1.0,1.0
5a7f6f4b5542994857a76740,chunk_focused_160,chunk,focused,0.0,0.5,1.0,0.3734,1.0,158.0,1.0,1.0
5a81346055429926c1cdad13,chunk_focused_160,chunk,focused,0.0,0.1818,1.0,0.566,1.0,159.0,1.0,1.0
5a716f575542994082a3e82f,chunk_focused_160,chunk,focused,0.0,0.8,0.0,0.6013,1.0,158.0,1.0,1.0
5a812d0555429938b61422e1,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5759,1.0,158.0,1.0,1.0
5a826d2f5542995ce29dcd05,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4114,0.5,158.0,1.0,1.0
5ab67c3f55429954757d32f9,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4586,1.0,157.0,1.0,1.0
5ae20e265542994d89d5b325,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.7692,1.0,156.0,1.0,1.0
5ae7eed8554299540e5a56b5,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.6346,1.0,156.0,1.0,1.0
5a7555215542996c70cfaee1,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.1338,0.5,157.0,1.0,1.0
5ab9b29c554299743d22ebae,chunk_focused_160,chunk,focused,0.0,0.2222,1.0,0.7673,1.0,159.0,1.0,1.0
5ae2c696554299495565db32,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5766,0.5,137.0,1.0,1.0
5a832f9d5542993344745fe4,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,160.0,0.5,0.0
5a79e3925542994bb9457130,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.8322,1.0,149.0,1.0,1.0
5ae713af554299572ea546bb,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5074,0.5,136.0,1.0,1.0
5ade450b5542997c77adedc5,chunk_focused_160,chunk,focused,0.0,0.1429,1.0,0.4904,0.5,157.0,1.0,1.0
5ab3cecd5542992ade7c6eae,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5333,0.5,150.0,1.0,1.0
5ae4be5c5542995ad6573e3a,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3797,0.5,158.0,0.5,0.0
5a8d5ec2554299585d9e37c4,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.65,1.0,160.0,1.0,1.0
5ae765185542995703ce8c0f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7179,1.0,156.0,1.0,1.0
5ab2c6a955429916697740c2,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2067,0.5,150.0,1.0,1.0
5ab6369655429953192ad2a1,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7564,1.0,156.0,1.0,1.0
5a7b220855429931da12c9e5,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,151.0,1.0,1.0
5a81d92f554299676cceb0f9,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7358,1.0,159.0,1.0,1.0
5a7b735c5542997c3ec9718a,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8217,1.0,157.0,1.0,1.0
5a724a2b5542990c210a40bc,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.449,1.0,147.0,1.0,1.0
5ae5db98554299546bf82fa6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5195,1.0,154.0,1.0,1.0
5a7344e95542991f9a20c6ce,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,160.0,0.5,0.0
5ab6dbc15542995eadef00cd,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6987,1.0,156.0,1.0,1.0
5a88016b5542997e5c09a58a,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7532,1.0,158.0,1.0,1.0
5ab5e024554299494045f097,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4331,0.5,157.0,1.0,1.0
5ac44629554299194317395d,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6,1.0,155.0,1.0,1.0
5a7afdc85542992d025e672e,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2938,0.5,160.0,1.0,1.0
5ae834e95542997ec272776a,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5032,0.5,155.0,1.0,1.0
5abbdb335542992ccd8e7fc1,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5987,1.0,157.0,1.0,1.0
5a79c9cc554299148911fa53,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6054,1.0,147.0,1.0,1.0
5ac38c0755429939154137bb,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3672,0.5,128.0,1.0,1.0
5a8b7cb95542995d1e6f13bb,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1883,0.5,154.0,0.5,0.0
5addfdfa5542997dc790710b,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4698,0.5,149.0,1.0,1.0
5a88d745554299206df2b378,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.5696,1.0,158.0,1.0,1.0
5ae6940e5542991bbc97613f,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.4198,1.0,131.0,1.0,1.0
5abe3abb55429965af743ea1,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3871,0.5,155.0,0.5,0.0
5a8ba9d255429971feec4759,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2222,0.5,153.0,0.5,0.0
5ab2b6fb5542992953946848,chunk_focused_160,chunk,focused,0.0,0.75,1.0,0.473,0.5,148.0,1.0,1.0
5adfd2f255429925eb1afaa5,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4906,1.0,159.0,1.0,1.0
5a7a33a35542994f819ef14c,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.1053,0.5,152.0,1.0,1.0
5a8ba07d5542996e8ac88985,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3459,0.5,159.0,1.0,1.0
5ab8f57b5542991b5579f097,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3958,1.0,144.0,1.0,1.0
5abfb3425542990832d3a1c0,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3197,0.5,147.0,0.5,0.0
5ab5ac345542992aa134a37f,chunk_focused_160,chunk,focused,0.0,0.5556,1.0,0.82,1.0,150.0,1.0,1.0
5a8e63d65542995085b37421,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4,1.0,160.0,1.0,1.0
5a89706055429951533612f9,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5948,1.0,153.0,1.0,1.0
5a8e612b5542995085b3741b,chunk_focused_160,chunk,focused,0.0,0.5,1.0,0.5605,1.0,157.0,1.0,1.0
5a738fb4554299623ed4abf9,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6486,1.0,148.0,1.0,1.0
5a8bc29a5542995d1e6f1446,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4076,0.5,157.0,0.5,0.0
5abfe2a15542997d6429591c,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4323,1.0,155.0,1.0,1.0
5a868ca055429960ec39b6be,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.275,0.5,160.0,0.5,0.0
5a820f2c55429926c1cdae17,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3924,1.0,158.0,1.0,1.0
5ae5a4e5554299546bf82f01,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8438,1.0,160.0,1.0,1.0
5a8d0c74554299585d9e37a1,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2925,0.5,147.0,1.0,1.0
5ab9d7e4554299232ef4a21f,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0
5a7148d25542994082a3e766,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3896,0.5,154.0,1.0,1.0
5ae6233c5542992ae0d1623e,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7233,1.0,159.0,1.0,1.0
5adff2aa554299603e4183d0,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.5195,1.0,154.0,1.0,1.0
5ade7fa3554299728e26c727,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3442,0.5,154.0,0.5,0.0
5a8f38fa55429924144829f5,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6923,1.0,143.0,1.0,1.0
5a8f51695542992414482a3e,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1375,0.5,160.0,0.5,0.0
5a88db445542993b751ca88a,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5586,1.0,145.0,1.0,1.0
5a7ef6b35542994959419a94,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4295,1.0,156.0,1.0,1.0
5a8e494e5542995a26add4c8,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.1935,0.5,155.0,1.0,1.0
5ab5d43f5542997d4ad1f1f6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6289,1.0,159.0,1.0,1.0
5a7905ca554299148911f9c8,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,146.0,0.5,0.0
5ab30f9a554299233954fef2,chunk_focused_160,chunk,focused,0.0,0.0,1.0,1.0,1.0,138.0,1.0,1.0
5ab3849a55429969a97a8170,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2767,0.5,159.0,0.5,0.0
5a7bc5f255429927d897c03e,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6581,1.0,155.0,1.0,1.0
5a7f22005542993067513657,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8312,1.0,154.0,1.0,1.0
5ab925fd554299131ca42281,chunk_focused_160,chunk,focused,0.0,0.3333,1.0,0.5517,0.5,145.0,1.0,1.0
